@relation control_asistencia_monngo.asistencias-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Remove-R3-weka.filters.unsupervised.attribute.Remove-R5

@attribute nombre {'Jorge Morales','Rafael Ortiz','Claudia Reyes','Mario Salazar','Diego Campos','Luis Silva','Laura Sanchez','Juan Pena','Sofia Herrera','Sara Villalba','Felipe Mendoza','Tomas Gallardo','Hector Gutierrez','Diana Moreno','Gabriel Romero','Elena Vargas','Lucia Medina','Monica Cabrera','Jose Lopez','Paula Fernandez','Carlos Diaz','Ana Torres','Miguel Castro','Daniela Pardo','Camila Navarro','Isabel Fuentes','Pedro Gomez','Andrea Rios','Valeria Soto','Pablo Torres'}
@attribute clase {Matematicas-A,Quimica-C,Historia-B}
@attribute dia_semana {martes,viernes,lunes,miercoles,jueves}
@attribute hora {'10:15 a. m.','11:30 a. m.','10:00 a. m.','02:45 a. m.','10:15 p. m.','09:15 p. m.','07:00 p. m.','08:45 a. m.','06:15 a. m.','06:00 p. m.','01:15 a. m.','02:00 p. m.','06:45 p. m.','04:30 a. m.','04:45 p. m.','11:45 p. m.','09:00 a. m.','11:15 a. m.','08:00 a. m.','06:30 a. m.','02:30 a. m.','11:30 p. m.','05:15 p. m.','04:30 p. m.','01:00 a. m.','05:30 a. m.','02:00 a. m.','04:15 p. m.','10:30 a. m.','01:15 p. m.','09:00 p. m.','02:15 p. m.','10:30 p. m.','03:00 a. m.','12:30 a. m.','10:00 p. m.','11:00 a. m.','09:30 p. m.','03:00 p. m.','01:30 p. m.','03:45 a. m.','07:45 p. m.','05:45 a. m.','03:45 p. m.','05:15 a. m.','03:15 p. m.','08:15 p. m.','10:45 a. m.','12:00 a. m.','07:30 p. m.','07:15 p. m.','09:30 a. m.','04:45 a. m.','09:15 a. m.','07:15 a. m.','03:30 p. m.','05:00 p. m.','01:45 a. m.','08:00 p. m.','03:15 a. m.','07:30 a. m.','12:00 p. m.','04:00 p. m.','07:45 a. m.','09:45 a. m.','12:45 a. m.','04:15 a. m.','12:45 p. m.','08:15 a. m.','12:15 a. m.','08:30 p. m.','04:00 a. m.','11:45 a. m.','05:45 p. m.','01:45 p. m.','02:30 p. m.','06:45 a. m.','08:45 p. m.','08:30 a. m.','10:45 p. m.','05:30 p. m.','06:15 p. m.','12:15 p. m.','02:45 p. m.','05:00 a. m.','01:00 p. m.','11:15 p. m.','11:00 p. m.','01:30 a. m.','06:30 p. m.','03:30 a. m.','06:00 a. m.','07:00 a. m.','02:15 a. m.','09:45 p. m.','12:30 p. m.'}
@attribute mes {febrero,enero,abril,marzo,diciembre,mayo,julio,octubre,septiembre,noviembre,junio,agosto}
@attribute estado {Ausente,Presente,Tarde}

@data
'Valeria Soto',Historia-B,martes,'07:15 a. m.',diciembre,Presente
'Isabel Fuentes',Matematicas-A,viernes,'01:00 a. m.',febrero,Presente
'Valeria Soto',Quimica-C,jueves,'01:00 p. m.',diciembre,Presente
'Rafael Ortiz',Quimica-C,martes,'10:45 a. m.',junio,Tarde
'Gabriel Romero',Matematicas-A,viernes,'11:30 p. m.',julio,Ausente
'Isabel Fuentes',Matematicas-A,miercoles,'04:30 p. m.',marzo,Presente
'Carlos Diaz',Matematicas-A,martes,'02:15 a. m.',noviembre,Presente
'Tomas Gallardo',Historia-B,martes,'05:15 a. m.',diciembre,Presente
'Pedro Gomez',Quimica-C,lunes,'11:00 a. m.',diciembre,Tarde
'Isabel Fuentes',Historia-B,miercoles,'07:30 p. m.',junio,Presente
'Andrea Rios',Matematicas-A,viernes,'11:45 p. m.',abril,Ausente
'Mario Salazar',Matematicas-A,miercoles,'06:00 a. m.',marzo,Presente
'Rafael Ortiz',Quimica-C,viernes,'11:15 p. m.',noviembre,Ausente
'Laura Sanchez',Quimica-C,jueves,'10:00 a. m.',marzo,Presente
'Jorge Morales',Matematicas-A,lunes,'09:45 a. m.',febrero,Ausente
'Laura Sanchez',Matematicas-A,jueves,'01:15 a. m.',septiembre,Presente
'Diana Moreno',Quimica-C,lunes,'05:00 a. m.',junio,Presente
'Pablo Torres',Quimica-C,lunes,'04:00 p. m.',junio,Presente
'Sofia Herrera',Matematicas-A,martes,'02:45 a. m.',febrero,Presente
'Gabriel Romero',Historia-B,miercoles,'06:15 a. m.',marzo,Presente
'Ana Torres',Quimica-C,miercoles,'07:30 a. m.',diciembre,Presente
'Valeria Soto',Matematicas-A,lunes,'03:45 p. m.',julio,Presente
'Daniela Pardo',Historia-B,lunes,'11:30 p. m.',junio,Ausente
'Jorge Morales',Quimica-C,viernes,'08:30 p. m.',junio,Presente
'Paula Fernandez',Matematicas-A,martes,'03:30 a. m.',julio,Presente
'Jorge Morales',Quimica-C,lunes,'04:30 p. m.',abril,Presente
'Juan Pena',Matematicas-A,lunes,'12:45 p. m.',febrero,Ausente
'Valeria Soto',Matematicas-A,lunes,'11:00 p. m.',diciembre,Ausente
'Daniela Pardo',Matematicas-A,viernes,'01:15 p. m.',octubre,Presente
'Diego Campos',Historia-B,martes,'01:30 p. m.',julio,Presente
'Jose Lopez',Quimica-C,viernes,'08:15 a. m.',diciembre,Presente
'Paula Fernandez',Matematicas-A,lunes,'12:00 p. m.',junio,Ausente
'Andrea Rios',Quimica-C,miercoles,'10:15 a. m.',diciembre,Presente
'Monica Cabrera',Quimica-C,lunes,'07:30 p. m.',diciembre,Presente
'Mario Salazar',Matematicas-A,miercoles,'02:15 p. m.',noviembre,Presente
'Paula Fernandez',Quimica-C,jueves,'12:00 p. m.',enero,Ausente
'Jorge Morales',Matematicas-A,viernes,'08:30 a. m.',octubre,Tarde
'Valeria Soto',Matematicas-A,martes,'05:00 p. m.',noviembre,Presente
'Andrea Rios',Historia-B,miercoles,'04:30 a. m.',abril,Presente
'Tomas Gallardo',Quimica-C,martes,'10:45 p. m.',septiembre,Tarde
'Felipe Mendoza',Quimica-C,jueves,'02:15 a. m.',agosto,Presente
'Tomas Gallardo',Historia-B,lunes,'10:15 a. m.',marzo,Ausente
'Daniela Pardo',Historia-B,lunes,'10:15 p. m.',febrero,Ausente
'Isabel Fuentes',Quimica-C,miercoles,'11:15 a. m.',julio,Ausente
'Monica Cabrera',Historia-B,jueves,'04:15 a. m.',noviembre,Presente
'Rafael Ortiz',Matematicas-A,martes,'05:45 p. m.',marzo,Presente
'Hector Gutierrez',Matematicas-A,lunes,'03:15 p. m.',marzo,Presente
'Isabel Fuentes',Quimica-C,martes,'09:00 a. m.',agosto,Presente
'Jose Lopez',Historia-B,martes,'07:30 a. m.',agosto,Presente
'Rafael Ortiz',Historia-B,miercoles,'08:15 a. m.',junio,Presente
'Carlos Diaz',Historia-B,lunes,'07:15 p. m.',octubre,Presente
'Tomas Gallardo',Matematicas-A,lunes,'01:30 a. m.',marzo,Presente
'Gabriel Romero',Matematicas-A,jueves,'05:30 p. m.',abril,Presente
'Diego Campos',Matematicas-A,martes,'12:00 p. m.',mayo,Ausente
'Jose Lopez',Historia-B,jueves,'06:00 p. m.',mayo,Presente
'Sofia Herrera',Matematicas-A,martes,'10:45 a. m.',agosto,Ausente
'Felipe Mendoza',Historia-B,martes,'10:00 p. m.',marzo,Ausente
'Carlos Diaz',Historia-B,miercoles,'10:45 a. m.',marzo,Ausente
'Hector Gutierrez',Historia-B,miercoles,'12:45 a. m.',marzo,Ausente
'Mario Salazar',Quimica-C,martes,'04:30 p. m.',mayo,Presente
'Valeria Soto',Quimica-C,jueves,'10:30 p. m.',mayo,Presente
'Daniela Pardo',Quimica-C,martes,'05:00 a. m.',junio,Presente
'Hector Gutierrez',Quimica-C,viernes,'12:30 p. m.',enero,Ausente
'Laura Sanchez',Historia-B,jueves,'11:45 a. m.',enero,Ausente
'Ana Torres',Historia-B,martes,'08:00 p. m.',abril,Presente
'Jose Lopez',Historia-B,viernes,'01:00 p. m.',julio,Presente
'Miguel Castro',Matematicas-A,jueves,'12:45 p. m.',julio,Ausente
'Laura Sanchez',Quimica-C,lunes,'05:15 p. m.',julio,Presente
'Andrea Rios',Historia-B,jueves,'01:45 p. m.',junio,Presente
'Pedro Gomez',Matematicas-A,jueves,'02:00 a. m.',septiembre,Presente
'Pedro Gomez',Historia-B,martes,'01:30 p. m.',julio,Presente
'Hector Gutierrez',Quimica-C,miercoles,'06:00 p. m.',abril,Presente
'Monica Cabrera',Matematicas-A,miercoles,'10:30 a. m.',marzo,Ausente
'Jose Lopez',Historia-B,miercoles,'11:00 a. m.',junio,Ausente
'Gabriel Romero',Matematicas-A,jueves,'11:15 p. m.',febrero,Ausente
'Gabriel Romero',Matematicas-A,miercoles,'09:30 a. m.',junio,Ausente
'Hector Gutierrez',Matematicas-A,miercoles,'12:45 a. m.',febrero,Ausente
'Claudia Reyes',Historia-B,lunes,'12:45 a. m.',noviembre,Ausente
'Daniela Pardo',Quimica-C,martes,'06:45 p. m.',febrero,Presente
'Elena Vargas',Quimica-C,lunes,'08:30 a. m.',diciembre,Presente
'Hector Gutierrez',Matematicas-A,lunes,'10:00 a. m.',febrero,Ausente
'Diego Campos',Matematicas-A,martes,'12:00 p. m.',febrero,Ausente
'Daniela Pardo',Quimica-C,lunes,'08:30 a. m.',julio,Presente
'Jose Lopez',Historia-B,martes,'01:00 a. m.',marzo,Presente
'Juan Pena',Matematicas-A,viernes,'04:30 a. m.',agosto,Presente
'Laura Sanchez',Historia-B,martes,'07:00 p. m.',junio,Presente
'Sara Villalba',Historia-B,miercoles,'09:45 a. m.',junio,Ausente
'Rafael Ortiz',Matematicas-A,miercoles,'08:00 a. m.',octubre,Presente
'Claudia Reyes',Historia-B,miercoles,'10:15 p. m.',marzo,Ausente
'Tomas Gallardo',Historia-B,viernes,'01:00 a. m.',diciembre,Presente
'Miguel Castro',Historia-B,lunes,'01:45 p. m.',noviembre,Presente
'Ana Torres',Matematicas-A,miercoles,'10:00 p. m.',febrero,Ausente
'Valeria Soto',Historia-B,miercoles,'03:00 p. m.',marzo,Presente
'Valeria Soto',Matematicas-A,lunes,'06:45 a. m.',noviembre,Presente
'Ana Torres',Matematicas-A,miercoles,'12:15 a. m.',septiembre,Ausente
'Ana Torres',Quimica-C,miercoles,'01:30 a. m.',agosto,Presente
'Valeria Soto',Quimica-C,martes,'04:15 a. m.',noviembre,Presente
'Jose Lopez',Quimica-C,jueves,'07:30 a. m.',enero,Presente
'Juan Pena',Quimica-C,jueves,'01:15 p. m.',octubre,Presente
'Laura Sanchez',Historia-B,lunes,'10:15 p. m.',agosto,Ausente
'Juan Pena',Historia-B,miercoles,'10:30 a. m.',noviembre,Ausente
'Sofia Herrera',Quimica-C,miercoles,'08:30 p. m.',diciembre,Presente
'Pablo Torres',Historia-B,miercoles,'01:45 a. m.',septiembre,Presente
'Miguel Castro',Quimica-C,lunes,'10:15 p. m.',octubre,Presente
'Paula Fernandez',Matematicas-A,lunes,'09:30 a. m.',diciembre,Ausente
'Sofia Herrera',Historia-B,viernes,'01:15 a. m.',agosto,Presente
'Paula Fernandez',Historia-B,lunes,'12:30 p. m.',julio,Ausente
'Isabel Fuentes',Historia-B,jueves,'12:30 a. m.',mayo,Ausente
'Luis Silva',Historia-B,martes,'03:00 p. m.',julio,Presente
'Sara Villalba',Quimica-C,martes,'06:45 a. m.',mayo,Presente
'Mario Salazar',Quimica-C,jueves,'01:15 p. m.',octubre,Presente
'Mario Salazar',Historia-B,lunes,'08:00 p. m.',octubre,Presente
'Luis Silva',Quimica-C,lunes,'11:45 a. m.',diciembre,Ausente
'Sara Villalba',Historia-B,miercoles,'12:15 a. m.',marzo,Ausente
'Monica Cabrera',Historia-B,jueves,'07:15 p. m.',agosto,Presente
'Hector Gutierrez',Historia-B,viernes,'12:45 p. m.',diciembre,Ausente
'Mario Salazar',Quimica-C,martes,'02:00 p. m.',julio,Presente
'Luis Silva',Quimica-C,jueves,'08:00 a. m.',agosto,Presente
'Miguel Castro',Matematicas-A,viernes,'07:30 p. m.',marzo,Presente
'Elena Vargas',Historia-B,lunes,'06:45 a. m.',enero,Presente
'Tomas Gallardo',Matematicas-A,lunes,'03:45 p. m.',agosto,Presente
'Felipe Mendoza',Historia-B,martes,'04:15 a. m.',julio,Presente
'Mario Salazar',Historia-B,jueves,'10:00 a. m.',marzo,Ausente
'Diana Moreno',Matematicas-A,jueves,'10:45 a. m.',julio,Ausente
'Pedro Gomez',Historia-B,lunes,'09:00 a. m.',octubre,Presente
'Andrea Rios',Matematicas-A,jueves,'07:15 p. m.',noviembre,Presente
'Valeria Soto',Quimica-C,miercoles,'09:30 p. m.',julio,Presente
'Hector Gutierrez',Matematicas-A,lunes,'08:00 a. m.',agosto,Presente
'Claudia Reyes',Historia-B,viernes,'02:15 p. m.',mayo,Presente
'Pablo Torres',Matematicas-A,miercoles,'12:15 p. m.',agosto,Ausente
'Daniela Pardo',Historia-B,martes,'06:00 p. m.',enero,Presente
'Jose Lopez',Quimica-C,martes,'09:30 a. m.',abril,Presente
'Rafael Ortiz',Quimica-C,lunes,'07:30 p. m.',junio,Presente
'Gabriel Romero',Quimica-C,miercoles,'06:45 p. m.',mayo,Presente
'Tomas Gallardo',Historia-B,jueves,'08:15 p. m.',septiembre,Presente
'Paula Fernandez',Quimica-C,lunes,'05:45 a. m.',julio,Presente
'Monica Cabrera',Historia-B,martes,'07:15 a. m.',mayo,Presente
'Mario Salazar',Quimica-C,miercoles,'08:45 a. m.',noviembre,Presente
'Luis Silva',Historia-B,viernes,'01:30 p. m.',junio,Presente
'Pablo Torres',Matematicas-A,lunes,'02:45 a. m.',marzo,Presente
'Diego Campos',Historia-B,miercoles,'11:45 a. m.',febrero,Ausente
'Paula Fernandez',Historia-B,jueves,'11:15 a. m.',febrero,Ausente
'Sofia Herrera',Matematicas-A,martes,'11:45 p. m.',febrero,Ausente
'Valeria Soto',Historia-B,jueves,'05:00 a. m.',septiembre,Presente
'Mario Salazar',Matematicas-A,miercoles,'11:30 p. m.',septiembre,Ausente
'Lucia Medina',Matematicas-A,lunes,'10:45 a. m.',agosto,Ausente
'Laura Sanchez',Matematicas-A,miercoles,'06:45 a. m.',julio,Presente
'Mario Salazar',Quimica-C,lunes,'12:00 p. m.',diciembre,Ausente
'Carlos Diaz',Quimica-C,jueves,'04:45 a. m.',enero,Presente
'Miguel Castro',Quimica-C,jueves,'06:45 a. m.',octubre,Presente
'Daniela Pardo',Quimica-C,lunes,'09:15 p. m.',julio,Presente
'Elena Vargas',Matematicas-A,miercoles,'04:15 a. m.',septiembre,Presente
'Sara Villalba',Quimica-C,martes,'04:45 p. m.',febrero,Presente
'Monica Cabrera',Quimica-C,jueves,'12:00 p. m.',diciembre,Ausente
'Diana Moreno',Historia-B,jueves,'10:45 p. m.',noviembre,Ausente
'Andrea Rios',Historia-B,lunes,'12:15 p. m.',septiembre,Ausente
'Paula Fernandez',Historia-B,lunes,'05:00 a. m.',julio,Presente
'Sara Villalba',Quimica-C,miercoles,'11:30 a. m.',abril,Ausente
'Monica Cabrera',Historia-B,jueves,'07:30 a. m.',julio,Presente
'Camila Navarro',Quimica-C,martes,'07:30 p. m.',febrero,Presente
'Monica Cabrera',Matematicas-A,jueves,'11:45 a. m.',abril,Ausente
'Jose Lopez',Quimica-C,lunes,'11:15 a. m.',agosto,Ausente
'Jorge Morales',Quimica-C,jueves,'06:45 a. m.',mayo,Presente
'Rafael Ortiz',Matematicas-A,jueves,'05:15 a. m.',julio,Presente
'Pedro Gomez',Historia-B,viernes,'10:45 p. m.',abril,Ausente
'Juan Pena',Quimica-C,jueves,'05:00 p. m.',enero,Presente
'Monica Cabrera',Quimica-C,jueves,'02:45 a. m.',enero,Presente
'Laura Sanchez',Quimica-C,miercoles,'09:15 a. m.',mayo,Presente
'Diana Moreno',Matematicas-A,lunes,'10:30 p. m.',febrero,Ausente
'Felipe Mendoza',Matematicas-A,lunes,'10:30 p. m.',abril,Ausente
'Mario Salazar',Quimica-C,miercoles,'03:15 p. m.',diciembre,Presente
'Elena Vargas',Quimica-C,viernes,'10:15 p. m.',septiembre,Presente
'Laura Sanchez',Quimica-C,miercoles,'04:00 a. m.',mayo,Presente
'Daniela Pardo',Matematicas-A,lunes,'05:30 a. m.',marzo,Presente
'Felipe Mendoza',Quimica-C,martes,'01:00 p. m.',abril,Presente
'Hector Gutierrez',Quimica-C,viernes,'02:45 a. m.',marzo,Presente
'Daniela Pardo',Quimica-C,miercoles,'05:15 p. m.',noviembre,Presente
'Mario Salazar',Matematicas-A,lunes,'05:45 a. m.',diciembre,Presente
'Mario Salazar',Matematicas-A,martes,'12:00 a. m.',junio,Ausente
'Mario Salazar',Historia-B,miercoles,'10:15 p. m.',junio,Ausente
'Luis Silva',Historia-B,jueves,'04:00 p. m.',febrero,Presente
'Rafael Ortiz',Matematicas-A,lunes,'04:00 a. m.',septiembre,Presente
'Daniela Pardo',Matematicas-A,miercoles,'08:15 p. m.',septiembre,Tarde
'Camila Navarro',Matematicas-A,martes,'11:00 p. m.',septiembre,Ausente
'Lucia Medina',Matematicas-A,jueves,'03:30 a. m.',agosto,Presente
'Sofia Herrera',Matematicas-A,lunes,'11:15 p. m.',agosto,Ausente
'Diego Campos',Historia-B,miercoles,'04:15 a. m.',septiembre,Presente
'Luis Silva',Quimica-C,jueves,'08:15 p. m.',octubre,Presente
'Rafael Ortiz',Quimica-C,miercoles,'05:15 p. m.',enero,Presente
'Luis Silva',Historia-B,lunes,'12:30 a. m.',junio,Ausente
'Diana Moreno',Historia-B,viernes,'04:45 a. m.',mayo,Presente
'Monica Cabrera',Matematicas-A,martes,'11:45 a. m.',octubre,Ausente
'Jose Lopez',Matematicas-A,lunes,'02:30 a. m.',enero,Presente
'Luis Silva',Historia-B,miercoles,'07:45 a. m.',julio,Presente
'Camila Navarro',Matematicas-A,jueves,'06:00 a. m.',junio,Presente
'Elena Vargas',Quimica-C,martes,'04:00 a. m.',marzo,Presente
'Rafael Ortiz',Historia-B,miercoles,'09:45 p. m.',julio,Ausente
'Gabriel Romero',Historia-B,lunes,'02:15 p. m.',abril,Presente
'Paula Fernandez',Quimica-C,jueves,'03:30 p. m.',octubre,Presente
'Isabel Fuentes',Historia-B,miercoles,'02:30 p. m.',diciembre,Presente
'Tomas Gallardo',Quimica-C,viernes,'02:30 p. m.',marzo,Presente
'Hector Gutierrez',Historia-B,viernes,'03:15 p. m.',junio,Presente
'Mario Salazar',Matematicas-A,lunes,'09:15 p. m.',enero,Ausente
'Carlos Diaz',Matematicas-A,jueves,'02:30 a. m.',junio,Presente
'Pedro Gomez',Quimica-C,lunes,'07:15 p. m.',marzo,Presente
'Valeria Soto',Historia-B,viernes,'07:15 a. m.',enero,Presente
'Sofia Herrera',Matematicas-A,lunes,'03:00 a. m.',junio,Presente
'Felipe Mendoza',Historia-B,martes,'10:00 a. m.',noviembre,Ausente
'Juan Pena',Historia-B,lunes,'12:45 p. m.',septiembre,Ausente
'Rafael Ortiz',Quimica-C,miercoles,'03:15 p. m.',marzo,Presente
'Andrea Rios',Matematicas-A,jueves,'03:00 p. m.',julio,Presente
'Valeria Soto',Historia-B,viernes,'10:00 a. m.',abril,Ausente
'Valeria Soto',Quimica-C,jueves,'05:00 p. m.',enero,Presente
'Pablo Torres',Matematicas-A,viernes,'05:45 p. m.',marzo,Presente
'Jorge Morales',Matematicas-A,martes,'09:15 a. m.',diciembre,Ausente
'Sofia Herrera',Matematicas-A,martes,'11:00 p. m.',febrero,Ausente
'Mario Salazar',Matematicas-A,jueves,'10:45 a. m.',diciembre,Ausente
'Valeria Soto',Quimica-C,martes,'01:30 a. m.',diciembre,Presente
'Sara Villalba',Matematicas-A,miercoles,'02:15 a. m.',noviembre,Presente
'Tomas Gallardo',Matematicas-A,jueves,'06:30 a. m.',diciembre,Presente
'Felipe Mendoza',Quimica-C,miercoles,'08:45 p. m.',septiembre,Presente
'Claudia Reyes',Historia-B,martes,'09:00 a. m.',abril,Presente
'Pablo Torres',Quimica-C,martes,'03:45 a. m.',junio,Presente
'Diana Moreno',Quimica-C,lunes,'02:45 p. m.',diciembre,Presente
'Carlos Diaz',Quimica-C,lunes,'04:45 a. m.',febrero,Presente
'Mario Salazar',Historia-B,lunes,'01:15 a. m.',junio,Presente
'Rafael Ortiz',Matematicas-A,miercoles,'08:15 p. m.',junio,Tarde
'Laura Sanchez',Matematicas-A,lunes,'11:00 p. m.',junio,Ausente
'Isabel Fuentes',Quimica-C,jueves,'02:15 a. m.',mayo,Presente
'Rafael Ortiz',Historia-B,jueves,'11:30 a. m.',marzo,Ausente
'Lucia Medina',Matematicas-A,martes,'04:15 p. m.',agosto,Presente
'Valeria Soto',Quimica-C,jueves,'10:45 a. m.',septiembre,Tarde
'Jorge Morales',Historia-B,jueves,'09:00 p. m.',mayo,Presente
'Gabriel Romero',Historia-B,martes,'02:00 p. m.',julio,Presente
'Daniela Pardo',Quimica-C,viernes,'11:15 a. m.',febrero,Ausente
'Diana Moreno',Quimica-C,viernes,'10:00 a. m.',febrero,Presente
'Jose Lopez',Historia-B,miercoles,'02:15 p. m.',noviembre,Presente
'Camila Navarro',Historia-B,jueves,'12:45 p. m.',julio,Ausente
'Luis Silva',Quimica-C,miercoles,'12:00 p. m.',diciembre,Ausente
'Rafael Ortiz',Historia-B,martes,'11:15 p. m.',febrero,Ausente
'Jose Lopez',Quimica-C,miercoles,'06:45 a. m.',diciembre,Presente
'Luis Silva',Historia-B,martes,'09:30 a. m.',diciembre,Tarde
'Pedro Gomez',Historia-B,jueves,'07:30 p. m.',octubre,Presente
'Diana Moreno',Matematicas-A,jueves,'11:45 a. m.',marzo,Ausente
'Pablo Torres',Quimica-C,jueves,'04:30 p. m.',julio,Presente
'Daniela Pardo',Quimica-C,jueves,'02:15 a. m.',diciembre,Presente
'Paula Fernandez',Historia-B,miercoles,'06:30 p. m.',febrero,Presente
'Daniela Pardo',Historia-B,lunes,'10:45 p. m.',noviembre,Ausente
'Diana Moreno',Historia-B,lunes,'04:30 p. m.',mayo,Presente
'Sara Villalba',Matematicas-A,viernes,'05:15 a. m.',enero,Presente
'Gabriel Romero',Quimica-C,miercoles,'10:15 a. m.',junio,Presente
'Mario Salazar',Quimica-C,jueves,'07:30 a. m.',abril,Presente
'Gabriel Romero',Historia-B,martes,'05:00 a. m.',septiembre,Presente
'Paula Fernandez',Historia-B,miercoles,'08:15 p. m.',julio,Presente
'Andrea Rios',Historia-B,miercoles,'08:00 p. m.',enero,Presente
'Paula Fernandez',Historia-B,viernes,'03:15 p. m.',noviembre,Presente
'Tomas Gallardo',Quimica-C,martes,'07:45 p. m.',mayo,Presente
'Gabriel Romero',Quimica-C,miercoles,'01:00 a. m.',febrero,Presente
'Laura Sanchez',Historia-B,miercoles,'10:00 a. m.',marzo,Ausente
'Claudia Reyes',Historia-B,viernes,'12:30 p. m.',febrero,Ausente
'Sofia Herrera',Quimica-C,viernes,'06:30 p. m.',diciembre,Presente
'Juan Pena',Quimica-C,martes,'02:15 a. m.',julio,Presente
'Monica Cabrera',Historia-B,viernes,'11:30 a. m.',septiembre,Ausente
'Sara Villalba',Historia-B,martes,'12:45 a. m.',febrero,Ausente
'Jorge Morales',Quimica-C,miercoles,'06:45 a. m.',julio,Presente
'Valeria Soto',Historia-B,viernes,'11:30 a. m.',julio,Ausente
'Andrea Rios',Matematicas-A,miercoles,'04:45 p. m.',enero,Presente
'Pedro Gomez',Matematicas-A,miercoles,'10:30 p. m.',enero,Ausente
'Pedro Gomez',Quimica-C,viernes,'10:30 p. m.',marzo,Presente
'Daniela Pardo',Historia-B,viernes,'04:00 a. m.',junio,Presente
'Jorge Morales',Matematicas-A,miercoles,'02:45 a. m.',julio,Presente
'Carlos Diaz',Matematicas-A,jueves,'10:15 a. m.',enero,Ausente
'Mario Salazar',Historia-B,martes,'07:30 p. m.',septiembre,Presente
'Camila Navarro',Matematicas-A,lunes,'09:15 p. m.',septiembre,Ausente
'Tomas Gallardo',Matematicas-A,viernes,'08:45 p. m.',enero,Ausente
'Jose Lopez',Historia-B,viernes,'01:30 a. m.',octubre,Presente
'Miguel Castro',Quimica-C,martes,'02:15 p. m.',enero,Presente
'Juan Pena',Historia-B,martes,'01:00 p. m.',mayo,Presente
'Pablo Torres',Matematicas-A,lunes,'10:15 p. m.',marzo,Ausente
'Mario Salazar',Matematicas-A,viernes,'09:30 p. m.',abril,Ausente
'Elena Vargas',Quimica-C,martes,'06:45 p. m.',mayo,Presente
'Pablo Torres',Matematicas-A,miercoles,'12:30 a. m.',junio,Ausente
'Claudia Reyes',Historia-B,viernes,'01:15 p. m.',marzo,Presente
'Diego Campos',Quimica-C,martes,'04:00 a. m.',febrero,Presente
'Miguel Castro',Historia-B,miercoles,'03:00 a. m.',octubre,Presente
'Pablo Torres',Matematicas-A,jueves,'08:00 a. m.',enero,Presente
'Elena Vargas',Historia-B,martes,'06:00 p. m.',febrero,Presente
'Mario Salazar',Matematicas-A,jueves,'04:45 p. m.',julio,Presente
'Isabel Fuentes',Historia-B,miercoles,'11:15 p. m.',diciembre,Ausente
'Isabel Fuentes',Matematicas-A,jueves,'02:45 p. m.',septiembre,Presente
'Isabel Fuentes',Historia-B,martes,'09:30 a. m.',agosto,Tarde
'Jose Lopez',Matematicas-A,martes,'02:45 a. m.',marzo,Presente
'Tomas Gallardo',Quimica-C,miercoles,'09:00 p. m.',febrero,Presente
'Lucia Medina',Quimica-C,miercoles,'09:45 p. m.',abril,Presente
'Claudia Reyes',Historia-B,jueves,'02:15 p. m.',enero,Presente
'Ana Torres',Matematicas-A,miercoles,'04:15 a. m.',septiembre,Presente
'Carlos Diaz',Historia-B,miercoles,'03:15 p. m.',agosto,Presente
'Lucia Medina',Matematicas-A,jueves,'02:45 p. m.',mayo,Presente
'Tomas Gallardo',Historia-B,miercoles,'07:00 p. m.',octubre,Presente
'Ana Torres',Quimica-C,miercoles,'03:45 a. m.',julio,Presente
'Paula Fernandez',Matematicas-A,viernes,'07:00 p. m.',septiembre,Presente
'Monica Cabrera',Matematicas-A,viernes,'09:00 a. m.',mayo,Ausente
'Daniela Pardo',Quimica-C,jueves,'11:15 p. m.',septiembre,Ausente
'Felipe Mendoza',Quimica-C,jueves,'01:45 a. m.',marzo,Presente
'Felipe Mendoza',Quimica-C,martes,'03:30 p. m.',septiembre,Presente
'Rafael Ortiz',Historia-B,jueves,'04:45 a. m.',abril,Presente
'Daniela Pardo',Matematicas-A,miercoles,'08:45 a. m.',agosto,Ausente
'Monica Cabrera',Matematicas-A,lunes,'09:30 a. m.',julio,Ausente
'Luis Silva',Matematicas-A,lunes,'11:45 a. m.',mayo,Ausente
'Claudia Reyes',Matematicas-A,lunes,'02:45 p. m.',noviembre,Presente
'Lucia Medina',Matematicas-A,martes,'10:45 p. m.',octubre,Ausente
'Miguel Castro',Matematicas-A,viernes,'07:15 p. m.',abril,Presente
'Laura Sanchez',Quimica-C,lunes,'05:00 p. m.',abril,Presente
'Isabel Fuentes',Matematicas-A,jueves,'04:30 p. m.',mayo,Presente
'Miguel Castro',Matematicas-A,viernes,'10:15 p. m.',marzo,Ausente
'Daniela Pardo',Quimica-C,viernes,'01:00 p. m.',marzo,Presente
'Tomas Gallardo',Quimica-C,miercoles,'05:45 a. m.',julio,Presente
'Gabriel Romero',Quimica-C,lunes,'05:00 a. m.',mayo,Presente
'Miguel Castro',Historia-B,jueves,'06:30 a. m.',noviembre,Presente
'Claudia Reyes',Historia-B,viernes,'09:30 p. m.',febrero,Tarde
'Diana Moreno',Matematicas-A,miercoles,'06:45 p. m.',noviembre,Presente
'Hector Gutierrez',Historia-B,viernes,'09:00 p. m.',octubre,Presente
'Rafael Ortiz',Quimica-C,lunes,'08:45 a. m.',diciembre,Presente
'Valeria Soto',Quimica-C,lunes,'04:30 a. m.',agosto,Presente
